cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
29-1-6_NODE_1060_length_11285_cov_2.471360_3	27-1-8_NODE_37438_length_1486_cov_1.716111_3	33	8.558075750381158e-07	1486	5.718718867505153e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	27-1-8_NODE_124241_length_772_cov_2.000000_1	22	5.70538383358744e-07	772	7.338528702169825e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	27-1-8_NODE_425333_length_389_cov_1.766026_1	8	2.0746850303954324e-07	389	5.29595153828007e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	28-1-6_NODE_19291_length_2118_cov_1.760412_1	57	1.927794034755894e-06	2118	9.363002902697007e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	28-1-6_NODE_183532_length_600_cov_1.305927_1	8	2.7056758382538865e-07	600	4.6387930170555e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	28-1-6_NODE_193213_length_583_cov_1.401186_1	13	4.396723237162566e-07	583	7.757844239501051e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	28-1-6_NODE_410449_length_379_cov_0.993377_1	6	2.029256878690415e-07	379	5.507801735290172e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	28-1-6_NODE_481247_length_346_cov_1.472119_1	10	3.3820947978173584e-07	346	1.005518717569834e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	30-1-6_NODE_5999_length_4448_cov_2.180050_4	118	4.504729087501461e-06	4448	1.073530242961029e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	30-1-6_NODE_17308_length_2439_cov_2.113887_1	62	2.3668915544499204e-06	2439	1.0286720602456576e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	31-1-16_NODE_113890_length_821_cov_1.729839_1	16	4.99672121399839e-07	821	6.269306664979671e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	31-1-16_NODE_188795_length_615_cov_1.434944_1	19	5.933606441623087e-07	615	9.938507588111573e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	31-1-16_NODE_212798_length_575_cov_1.307229_1	14	4.3721310622485906e-07	575	7.832544652964818e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	33-1-10_NODE_165459_length_654_cov_0.970537_1	8	2.463757359320225e-07	654	3.806809760457363e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	33-1-10_NODE_522030_length_340_cov_1.589354_1	7	2.1557876894051966e-07	340	6.407196721828607e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	33-1-6_NODE_1362430_length_243_cov_0.734940_1	6	1.6479945225056724e-07	243	6.566469886927628e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	34-1-24_NODE_203187_length_543_cov_1.506438_1	8	2.7004046218775304e-07	543	5.285678888444732e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	34-1-24_NODE_257547_length_474_cov_1.256927_2	12	4.050606932816296e-07	474	9.082669735523703e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	34-1-24_NODE_435006_length_348_cov_2.892989_1	12	4.050606932816296e-07	348	1.2371222570799526e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	34-1-24_NODE_554307_length_304_cov_0.964758_1	4	1.3502023109387652e-07	304	4.7205980862261347e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	38-1-14_NODE_392609_length_388_cov_0.922830_1	6	1.6945816035656257e-07	388	4.805195369174606e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	38-1-14_NODE_440164_length_362_cov_1.157895_1	4	1.1297210690437504e-07	362	3.4335465989682263e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	54-1-10_NODE_17636_length_2084_cov_1.745889_2	52	1.7589678268547841e-06	2084	9.141914734233802e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	54-1-10_NODE_42007_length_1267_cov_1.929412_2	22	7.441786959770241e-07	1267	6.361764718826292e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	54-1-10_NODE_1161501_length_235_cov_1.056962_1	1	3.3826304362592007e-08	235	1.5590630365092672e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	58-1-10_NODE_95216_length_788_cov_1.140647_1	12	4.575989918179012e-07	788	6.563077072832667e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	58-1-10_NODE_194097_length_522_cov_1.543820_1	12	4.575989918179012e-07	522	9.907480332168855e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	58-1-10_NODE_204867_length_506_cov_1.587413_1	7	2.6693274522710904e-07	506	5.962110199892127e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	58-1-2_NODE_1096494_length_251_cov_0.850575_1	2	7.63415014922855e-08	251	3.046102685602767e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	58-1-2_NODE_1140190_length_248_cov_0.561404_1	4	1.52683002984571e-07	248	6.165901403921729e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	59-1-24_NODE_14894_length_2686_cov_2.091606_1	65	1.8839616432365604e-06	2686	7.731908059246705e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	59-1-24_NODE_70794_length_1061_cov_2.366870_1	32	9.274888089779989e-07	1061	9.636380214723015e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	67-1-15_NODE_139422_length_616_cov_1.714286_1	15	4.904665402745292e-07	616	8.778735283488831e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	67-1-15_NODE_199610_length_504_cov_1.740047_1	13	4.250710015712586e-07	504	9.298956633621502e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	67-1-15_NODE_763365_length_261_cov_1.163043_1	3	9.809330805490584e-08	261	4.143832133815418e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	67-1-2_NODE_535301_length_336_cov_1.111969_1	6	2.0282506925969054e-07	336	5.871312750900291e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	67-1-2_NODE_551436_length_331_cov_1.110236_1	4	1.3521671283979367e-07	331	3.973335517225574e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	70-1-10_NODE_42558_length_1320_cov_1.785197_3	29	1.052889546440598e-06	1320	7.899679489552861e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	70-1-10_NODE_67529_length_1046_cov_1.720330_2	21	7.624372577673295e-07	1046	7.218933060275773e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	70-1-10_NODE_201636_length_582_cov_0.914851_1	10	3.630653608415855e-07	582	6.1782064973396e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_2291_length_7568_cov_4.500868_3	29-1-6_NODE_2291_length_7568_cov_4.500868_3	637	2.305820753096261e-05	7568	3.287640183750425e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_14693_length_2693_cov_3.427752_1	158	5.348195268431336e-06	2693	2.0656329350377314e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_29320_length_1816_cov_2.922944_2	112	3.791125759900694e-06	1816	2.1713738057433936e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_136898_length_744_cov_2.319340_1	33	1.117028125685026e-06	744	1.5616130164001305e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_150119_length_705_cov_3.428344_1	40	1.3539734856788193e-06	705	1.9975759023454927e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_202343_length_593_cov_3.127907_1	42	1.4216721599627603e-06	593	2.493601284504639e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_223171_length_561_cov_2.161157_1	18	6.092880685554687e-07	561	1.1296451961124913e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_226199_length_557_cov_1.427083_1	20	6.769867428394097e-07	557	1.2641750548954869e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_249554_length_526_cov_1.559020_1	15	5.077400571295573e-07	526	1.004009751297699e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_317380_length_456_cov_2.269129_1	15	5.077400571295573e-07	456	1.1581340552249772e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_326552_length_448_cov_5.746631_1	74	2.5048509485058158e-06	448	5.815487434451136e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_440540_length_373_cov_2.263514_1	37	1.2524254742529079e-06	373	3.4924106844961246e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_458090_length_365_cov_1.017361_1	11	3.723427085616753e-07	365	1.0610411727869382e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_461029_length_363_cov_2.447552_1	8	2.7079469713576387e-07	363	7.759179124813071e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_571664_length_319_cov_1.909091_1	8	2.7079469713576387e-07	319	8.829410728235563e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_971189_length_249_cov_3.191860_1	14	4.7389071998758677e-07	249	1.9795255176857443e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_1051518_length_241_cov_1.908537_1	8	2.7079469713576387e-07	241	1.1687062333224667e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-10_NODE_1187903_length_227_cov_2.053333_1	5	1.6924668570985242e-07	227	7.754906449083548e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-2_NODE_333693_length_394_cov_0.719243_1	17	6.897252921534336e-07	394	1.5501340034260004e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-2_NODE_554518_length_317_cov_1.029167_1	16	6.49153216144408e-07	317	1.8133317419924856e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	17-2-2_NODE_554741_length_317_cov_0.929167_1	8	3.24576608072204e-07	317	9.066658709962428e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
