## Date
## emapper-2.1.12
## /path/to/emapper.py -m diamond --sensmode fast --itype proteins -i  path/to/selected_proteins.fasta -o path/to/output --data_dir ./egg-db/
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
31-1-2_NODE_19246_length_2093_cov_1.776290_3	986075.CathTA2_0480	2.42e-118	357.0	COG1139@1|root,COG1139@2|Bacteria,1TREQ@1239|Firmicutes,4H9UI@91061|Bacilli	91061|Bacilli	C	Is involved in L-lactate degradation and allows cells to grow with lactate as the sole carbon source. Has probably a role as an electron transporter during oxidation of L-lactate	yvfW	-	-	ko:K18929	-	-	-	-	ko00000	-	-	-	DUF3390,Fer4_8,LUD_dom
31-1-2_NODE_22714_length_1910_cov_1.667212_1	234267.Acid_2226	3.58e-173	514.0	COG1529@1|root,COG1529@2|Bacteria,3Y6BF@57723|Acidobacteria	57723|Acidobacteria	C	aldehyde oxidase and xanthine dehydrogenase, a b hammerhead	-	-	1.2.5.3	ko:K03520	-	-	R11168	RC02800	ko00000,ko01000	-	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
31-1-2_NODE_22715_length_1910_cov_1.655210_1	247490.KSU1_D0507	5.14e-54	195.0	COG2132@1|root,COG2132@2|Bacteria,2J4J4@203682|Planctomycetes	203682|Planctomycetes	Q	Multicopper oxidase	-	-	-	-	-	-	-	-	-	-	-	-	-
31-1-2_NODE_22720_length_1910_cov_1.388434_1	530564.Psta_2134	7.53e-66	221.0	COG1463@1|root,COG1463@2|Bacteria,2IZS7@203682|Planctomycetes	203682|Planctomycetes	Q	ABC-type transport system involved in resistance to organic solvents periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
31-1-2_NODE_22720_length_1910_cov_1.388434_2	314230.DSM3645_18016	7.19e-41	146.0	2DVHI@1|root,32UZG@2|Bacteria,2J0QY@203682|Planctomycetes	203682|Planctomycetes	S	PFAM PEGA domain	-	-	-	-	-	-	-	-	-	-	-	-	PEGA
31-1-2_NODE_22727_length_1909_cov_2.656114_1	1123242.JH636434_gene3236	2.64e-207	591.0	COG5476@1|root,COG5476@2|Bacteria,2J2WQ@203682|Planctomycetes	203682|Planctomycetes	S	MlrC C-terminus	-	-	-	-	-	-	-	-	-	-	-	-	DUF1485,MlrC_C
31-1-2_NODE_22733_length_1909_cov_2.209061_2	1123501.KB902283_gene2372	1.9e-136	405.0	COG0747@1|root,COG0747@2|Bacteria,1R5VB@1224|Proteobacteria,2U0FR@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	COG0747 ABC-type dipeptide transport system, periplasmic component	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
31-1-2_NODE_22734_length_1909_cov_2.170852_1	471223.GWCH70_0264	4.01e-95	297.0	COG0151@1|root,COG0151@2|Bacteria,1UHN9@1239|Firmicutes,4HA70@91061|Bacilli,1WEJ1@129337|Geobacillus	91061|Bacilli	F	Belongs to the GARS family	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS05245,iYO844.BSU06530	GARS_A,GARS_C,GARS_N
31-1-2_NODE_22734_length_1909_cov_2.170852_2	479434.Sthe_1820	2.52e-44	150.0	COG0041@1|root,COG0041@2|Bacteria,2G6JS@200795|Chloroflexi,27YJ0@189775|Thermomicrobia	189775|Thermomicrobia	F	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)	purE	-	5.4.99.18	ko:K01588	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07405	RC01947	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRC
31-1-2_NODE_22737_length_1909_cov_2.062773_2	1123059.KB823011_gene929	5.18e-30	129.0	COG3863@1|root,COG3863@2|Bacteria,1R3R2@1224|Proteobacteria,2U8BD@28211|Alphaproteobacteria,43Z7K@69657|Hyphomonadaceae	28211|Alphaproteobacteria	S	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C92
31-1-2_NODE_22738_length_1909_cov_2.047489_1	456442.Mboo_0320	2.22e-57	202.0	COG0459@1|root,arCOG01257@2157|Archaea,2XUDQ@28890|Euryarchaeota,2N9DC@224756|Methanomicrobia	224756|Methanomicrobia	O	PFAM chaperonin Cpn60 TCP-1	-	-	-	ko:K22447	-	-	-	-	ko00000,ko03110	-	-	-	Cpn60_TCP1
31-1-2_NODE_22740_length_1909_cov_1.932860_2	402626.Rpic_0541	6.89e-150	438.0	COG3268@1|root,COG3268@2|Bacteria,1MVI3@1224|Proteobacteria,2VPBU@28216|Betaproteobacteria,1K6BD@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Saccharopine dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	Sacchrp_dh_NADP
31-1-2_NODE_22741_length_1909_cov_1.884279_3	595460.RRSWK_03896	3.63e-81	246.0	COG0526@1|root,COG0526@2|Bacteria,2J4YK@203682|Planctomycetes	203682|Planctomycetes	O	Redoxin	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA,Redoxin
31-1-2_NODE_22743_length_1909_cov_1.721070_4	1128421.JAGA01000002_gene1744	6.19e-34	132.0	COG1108@1|root,COG1108@2|Bacteria,2NQ6F@2323|unclassified Bacteria	2|Bacteria	U	ABC 3 transport family	mntB	-	-	ko:K02075,ko:K09816,ko:K09819	ko02010,map02010	M00242,M00243,M00244	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15,3.A.1.15.3,3.A.1.15.5	-	-	ABC-3
31-1-2_NODE_22744_length_1909_cov_1.705240_1	1122134.KB893650_gene1419	5.5e-23	100.0	COG4531@1|root,COG4531@2|Bacteria,1R5Z4@1224|Proteobacteria,1RY3U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC-type Zn2 transport system, periplasmic component surface adhesin	-	-	-	-	-	-	-	-	-	-	-	-	ArsP_1
31-1-2_NODE_22744_length_1909_cov_1.705240_2	1163407.UU7_05698	4.18e-112	344.0	COG1228@1|root,COG1228@2|Bacteria,1R6NP@1224|Proteobacteria,1SZBD@1236|Gammaproteobacteria,1X5QW@135614|Xanthomonadales	135614|Xanthomonadales	Q	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
31-1-2_NODE_22750_length_1909_cov_1.390830_2	373994.Riv7116_4247	4.88e-132	392.0	COG0579@1|root,COG0579@2|Bacteria,1G0XV@1117|Cyanobacteria,1HIW2@1161|Nostocales	1117|Cyanobacteria	S	PFAM FAD dependent oxidoreductase	-	-	-	ko:K15736	-	-	-	-	ko00000,ko01000	-	-	-	DAO
31-1-2_NODE_22750_length_1909_cov_1.390830_3	98439.AJLL01000013_gene1035	5.26e-38	130.0	COG3118@1|root,COG3118@2|Bacteria,1G6KZ@1117|Cyanobacteria,1JIRH@1189|Stigonemataceae	1117|Cyanobacteria	O	Thioredoxin	trxA	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
31-1-2_NODE_22751_length_1908_cov_8.079192_1	290317.Cpha266_2628	4.28e-196	559.0	COG3385@1|root,COG3385@2|Bacteria	2|Bacteria	L	transposase activity	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_4
31-1-2_NODE_26201_length_1773_cov_1.257665_2	555793.WSK_2206	1.73e-99	317.0	COG0145@1|root,COG0145@2|Bacteria,1MU2Y@1224|Proteobacteria,2TQZ6@28211|Alphaproteobacteria,2K20D@204457|Sphingomonadales	204457|Sphingomonadales	EQ	PFAM Hydantoinase oxoprolinase	-	-	3.5.2.14	ko:K01473	ko00330,ko01100,map00330,map01100	-	R03187	RC00632	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A
31-1-2_NODE_26204_length_1772_cov_3.071976_2	314230.DSM3645_07790	2.19e-52	171.0	COG0494@1|root,COG0494@2|Bacteria,2J00Q@203682|Planctomycetes	203682|Planctomycetes	L	NUDIX domain	-	-	3.6.1.13	ko:K01515	ko00230,map00230	-	R01054	RC00002	ko00000,ko00001,ko01000	-	-	-	NUDIX
31-1-2_NODE_26206_length_1772_cov_2.454867_1	1123228.AUIH01000011_gene2025	4.26e-217	612.0	COG1271@1|root,COG1271@2|Bacteria,1MV60@1224|Proteobacteria,1RN2U@1236|Gammaproteobacteria,1XHBB@135619|Oceanospirillales	135619|Oceanospirillales	C	oxidase, subunit	-	-	1.10.3.14	ko:K00425	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	-	Cyt_bd_oxida_I
31-1-2_NODE_26209_length_1772_cov_2.276696_2	582402.Hbal_1134	4.2e-65	218.0	COG0379@1|root,COG0379@2|Bacteria,1MWQU@1224|Proteobacteria,2TRPG@28211|Alphaproteobacteria,43X6U@69657|Hyphomonadaceae	28211|Alphaproteobacteria	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	-	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000	-	-	-	NadA
31-1-2_NODE_26210_length_1772_cov_2.267257_1	1089552.KI911559_gene1325	4.76e-136	401.0	COG4948@1|root,COG4948@2|Bacteria,1MU8R@1224|Proteobacteria,2TSS4@28211|Alphaproteobacteria,2JZFW@204441|Rhodospirillales	204441|Rhodospirillales	M	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	MR_MLE_C,MR_MLE_N
31-1-2_NODE_26213_length_1772_cov_2.143953_2	1123242.JH636434_gene4925	4.13e-66	211.0	COG0745@1|root,COG0745@2|Bacteria,2IX2M@203682|Planctomycetes	203682|Planctomycetes	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	ko:K07657	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
31-1-2_NODE_26216_length_1772_cov_2.102655_1	760192.Halhy_6351	2.97e-223	645.0	COG2366@1|root,COG2366@2|Bacteria,4NEIX@976|Bacteroidetes,1IPU7@117747|Sphingobacteriia	976|Bacteroidetes	S	COG2366 Protein related to penicillin acylase	-	-	3.5.1.11	ko:K01434	ko00311,ko01130,map00311,map01130	-	R02170	RC00166,RC00328	ko00000,ko00001,ko01000,ko01002	-	-	-	Penicil_amidase
31-1-2_NODE_26218_length_1772_cov_1.807670_1	1123517.JOMR01000001_gene1440	1.46e-14	80.1	COG0491@1|root,COG0491@2|Bacteria,1MX4H@1224|Proteobacteria,1S0BJ@1236|Gammaproteobacteria,460IC@72273|Thiotrichales	72273|Thiotrichales	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
31-1-2_NODE_26220_length_1772_cov_1.699705_3	290318.Cvib_1534	6.95e-38	136.0	COG1259@1|root,COG1259@2|Bacteria,1FDV4@1090|Chlorobi	1090|Chlorobi	L	PFAM UvrB UvrC protein	-	-	-	ko:K08999	-	-	-	-	ko00000	-	-	-	DNase-RNase,UVR
31-1-2_NODE_26222_length_1772_cov_1.615339_1	1232683.ADIMK_1667	1.17e-252	719.0	COG0495@1|root,COG0495@2|Bacteria,1MV47@1224|Proteobacteria,1RP14@1236|Gammaproteobacteria,464DK@72275|Alteromonadaceae	1236|Gammaproteobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	iECOK1_1307.ECOK1_0652,iECS88_1305.ECS88_0684,iNRG857_1313.NRG857_02925,iPC815.YPO2610	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
31-1-2_NODE_26223_length_1772_cov_1.598820_2	1123228.AUIH01000011_gene2045	1.61e-72	228.0	COG3655@1|root,COG3655@2|Bacteria,1RBPK@1224|Proteobacteria,1S22Y@1236|Gammaproteobacteria,1XJ77@135619|Oceanospirillales	135619|Oceanospirillales	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26
31-1-2_NODE_26223_length_1772_cov_1.598820_3	331869.BAL199_21789	6.9e-103	313.0	COG0624@1|root,COG0624@2|Bacteria,1MVUX@1224|Proteobacteria,2TR5X@28211|Alphaproteobacteria,4BP76@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Peptidase family M20/M25/M40	-	-	3.5.1.6,3.5.1.87,3.5.3.9	ko:K02083,ko:K06016	ko00230,ko00240,ko01100,ko01120,map00230,map00240,map01100,map01120	M00046	R00905,R02423,R04666	RC00064,RC00096	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
31-1-2_NODE_26224_length_1772_cov_1.572271_2	652103.Rpdx1_3732	1.98e-158	452.0	COG2801@1|root,COG2801@2|Bacteria,1MWNX@1224|Proteobacteria,2TZ7M@28211|Alphaproteobacteria,3JY2X@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	LZ_Tnp_IS481,rve,rve_3
31-1-2_NODE_26227_length_1772_cov_1.372861_2	511062.GU3_15225	3.57e-93	285.0	COG0119@1|root,COG0119@2|Bacteria,1MUMX@1224|Proteobacteria,1RMUX@1236|Gammaproteobacteria,1Y4YQ@135624|Aeromonadales	135624|Aeromonadales	E	HMGL-like	-	-	4.1.3.4	ko:K01640	ko00072,ko00280,ko00281,ko00650,ko01100,ko04146,map00072,map00280,map00281,map00650,map01100,map04146	M00036,M00088	R01360,R08090	RC00502,RC00503,RC01118,RC01946	ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like
31-1-2_NODE_26228_length_1772_cov_1.161652_1	1157708.KB907460_gene1342	7.37e-07	58.9	COG0776@1|root,COG0776@2|Bacteria,1MZ5B@1224|Proteobacteria,2VUK4@28216|Betaproteobacteria	28216|Betaproteobacteria	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	-	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
31-1-8_NODE_227961_length_519_cov_1.393665_1	387631.Asulf_02260	6.2e-16	79.3	COG0532@1|root,arCOG01560@2157|Archaea,2XU09@28890|Euryarchaeota,245WT@183980|Archaeoglobi	183980|Archaeoglobi	J	Function in general translation initiation by promoting the binding of the formylmethionine-tRNA to ribosomes. Seems to function along with eIF-2	infB	-	-	ko:K03243	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D4,IF-2
31-1-8_NODE_227962_length_519_cov_1.391403_1	935261.JAGL01000013_gene3594	7.56e-08	58.5	COG0697@1|root,COG0697@2|Bacteria,1MXVF@1224|Proteobacteria,2TU7N@28211|Alphaproteobacteria,43K6M@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	EG	EamA-like transporter family	sam	-	-	ko:K15270	-	-	-	-	ko00000,ko02000	2.A.7.3.7	-	-	EamA
31-1-8_NODE_227963_length_519_cov_1.391403_1	243090.RB2845	3.28e-20	94.7	COG2010@1|root,COG2010@2|Bacteria,2IXDW@203682|Planctomycetes	203682|Planctomycetes	C	Planctomycete cytochrome C	-	-	-	-	-	-	-	-	-	-	-	-	PSCyt1,PSCyt2,PSD1
31-1-8_NODE_227971_length_519_cov_1.373303_1	1185876.BN8_05529	2.67e-25	103.0	2CDAN@1|root,3134Z@2|Bacteria,4NNX4@976|Bacteroidetes,47M57@768503|Cytophagia	976|Bacteroidetes	S	Gluconate 2-dehydrogenase subunit 3	-	-	-	-	-	-	-	-	-	-	-	-	Gluconate_2-dh3
31-1-8_NODE_227981_length_519_cov_1.359729_1	1123060.JONP01000007_gene5101	3.26e-27	114.0	COG1042@1|root,COG1042@2|Bacteria,1MW98@1224|Proteobacteria,2TR24@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	COG1042 Acyl-CoA synthetase (NDP forming)	-	-	-	-	-	-	-	-	-	-	-	-	ATP-grasp_5,CoA_binding_2,Succ_CoA_lig
31-1-8_NODE_227983_length_519_cov_1.357466_1	1203554.HMPREF1476_00300	3.24e-14	77.4	28MBK@1|root,2ZAQ1@2|Bacteria,1R5CV@1224|Proteobacteria,2W61V@28216|Betaproteobacteria,4PRJM@995019|Sutterellaceae	28216|Betaproteobacteria	M	Arylsulfotransferase Ig-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Arylsulfotran_N,Arylsulfotrans
31-1-8_NODE_227985_length_519_cov_1.352941_1	694427.Palpr_2962	5.2e-14	77.0	COG2911@1|root,COG2911@2|Bacteria,4PNU0@976|Bacteroidetes,2G0YK@200643|Bacteroidia,2315R@171551|Porphyromonadaceae	976|Bacteroidetes	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
31-1-8_NODE_235429_length_511_cov_1.500000_1	1123366.TH3_02300	2.13e-51	171.0	COG0016@1|root,COG0016@2|Bacteria,1MVD7@1224|Proteobacteria,2TS2T@28211|Alphaproteobacteria,2JQJ9@204441|Rhodospirillales	204441|Rhodospirillales	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
31-1-8_NODE_235434_length_511_cov_1.486175_1	883080.HMPREF9697_00551	6.89e-12	67.0	COG5496@1|root,COG5496@2|Bacteria,1RKFT@1224|Proteobacteria,2U5DE@28211|Alphaproteobacteria,3K194@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Thioesterase	-	-	3.1.2.29	ko:K18700	-	-	-	-	ko00000,ko01000	-	-	-	4HBT
31-1-8_NODE_235454_length_511_cov_1.456221_1	517418.Ctha_2543	3.45e-72	227.0	COG1702@1|root,COG1702@2|Bacteria,1FDSX@1090|Chlorobi	1090|Chlorobi	T	PFAM PhoH family protein	-	-	-	ko:K06217	-	-	-	-	ko00000	-	-	-	PhoH
31-1-8_NODE_235463_length_511_cov_1.437788_1	984892.SPSE_2048	0.000634	47.4	COG0477@1|root,COG2814@2|Bacteria,1TS6K@1239|Firmicutes,4HB1V@91061|Bacilli,4GXX1@90964|Staphylococcaceae	91061|Bacilli	EGP	Quinolone resistance protein norA	norA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K19576,ko:K19578	-	M00765	-	-	ko00000,ko00002,ko02000	2.A.1.2.10,2.A.1.2.70	-	-	MFS_1,MFS_1_like,Sugar_tr
31-1-8_NODE_235498_length_511_cov_1.366359_1	1366050.N234_03220	1.96e-64	212.0	COG0439@1|root,COG0439@2|Bacteria,1MU4H@1224|Proteobacteria,2VZZH@28216|Betaproteobacteria,1KGQ1@119060|Burkholderiaceae	28216|Betaproteobacteria	I	Biotin carboxylase C-terminal domain	accC	-	6.3.4.14,6.4.1.2	ko:K01961	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
31-1-8_NODE_235512_length_511_cov_1.350230_1	357808.RoseRS_2601	1.18e-05	51.6	COG0750@1|root,COG0750@2|Bacteria,2G6GY@200795|Chloroflexi,3753D@32061|Chloroflexia	32061|Chloroflexia	M	SMART PDZ DHR GLGF domain protein	-	-	-	ko:K11749	ko02024,ko04112,map02024,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	PDZ_2,Peptidase_M50
31-1-8_NODE_241100_length_506_cov_0.664336_1	1210884.HG799470_gene14331	5.86e-52	173.0	COG3303@1|root,COG3303@2|Bacteria	2|Bacteria	C	Catalyzes the reduction of nitrite to ammonia, consuming six electrons in the process	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_C554,Paired_CXXCH_1
31-1-8_NODE_241104_length_506_cov_0.662005_1	1121859.KB890755_gene1122	3.63e-70	221.0	COG0657@1|root,COG0657@2|Bacteria,4NJ8D@976|Bacteroidetes	976|Bacteroidetes	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3,DLH,Lipase_GDSL_2,Peptidase_S9
31-1-8_NODE_241109_length_506_cov_0.659674_1	1279017.AQYJ01000024_gene919	4.56e-24	105.0	COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,1RN9H@1236|Gammaproteobacteria,464KX@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	Catalyzes cross-linking of the peptidoglycan cell wall	mrdA	GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016787,GO:0017171,GO:0019538,GO:0022603,GO:0022604,GO:0030203,GO:0031224,GO:0031226,GO:0031406,GO:0033218,GO:0033293,GO:0034645,GO:0036094,GO:0042221,GO:0042493,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0045229,GO:0046677,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0071972,GO:0097159,GO:0140096,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	iEcE24377_1341.EcE24377A_0661,iPC815.YPO2604	PBP_dimer,Transpeptidase
31-1-8_NODE_241148_length_506_cov_0.545455_1	5679.XP_010701868.1	8.71e-08	54.7	2CYUE@1|root,2S6HM@2759|Eukaryota,3XW7U@5653|Kinetoplastida	5653|Kinetoplastida	A	Zinc finger protein 2	-	-	-	-	-	-	-	-	-	-	-	-	WW,zf-CCCH
31-1-8_NODE_241157_length_506_cov_0.438228_1	1400525.JNIU01000001_gene328	4.73e-14	75.1	COG0084@1|root,COG0084@2|Bacteria,1MUC0@1224|Proteobacteria,2TS88@28211|Alphaproteobacteria,4BPRR@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	L	Hydrolase, TatD family	tatD	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
31-1-8_NODE_241158_length_506_cov_0.421911_2	439493.PB7211_443	1.72e-11	64.3	COG0320@1|root,COG0320@2|Bacteria,1MVRD@1224|Proteobacteria,2TRP3@28211|Alphaproteobacteria,4BPK8@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	lipA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100	-	R07767,R07768	RC01978	ko00000,ko00001,ko01000	-	-	-	LIAS_N,Radical_SAM
31-1-8_NODE_241161_length_506_cov_0.405594_1	1144932.ATTF01000008_gene498	1.65e-30	124.0	COG0532@1|root,COG0532@2|Bacteria,1MV26@1224|Proteobacteria,2TQMY@28211|Alphaproteobacteria,4BP8A@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	-	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,GTP_EFTU_D2,IF-2,IF2_N,IF2_assoc
